-0.10112449	0.11918334	0.10958697	0.12929514	-0.10834832	-0.11771685	0.12964818	-0.07859702	-0.10486546	-0.3270839	0.062535904	0.18715155	0.03560436	-0.2037896	0.28893998	0.08033443
-0.2024785	0.099962525	0.21069741	0.10858015	-0.156101	-0.08504053	0.13241027	-0.01757224	-0.11828696	-0.32357982	0.12159798	0.16069213	0.14121255	-0.2675081	0.17883375	0.17118165
-0.17273213	-0.06850677	0.25156367	-0.08072424	-0.21199769	0.0913473	-0.088673405	0.10945361	-0.19963458	-0.1246168	0.18332112	-0.05787992	0.104025155	-0.29583788	0.086505845	0.25631636
-0.12529305	0.094771646	0.18313551	0.04950122	-0.09156051	-0.073981285	0.12280456	-0.035278942	-0.11392698	-0.29807675	0.11547992	0.13165659	0.10579451	-0.26365912	0.15953216	0.12725814
-0.1920164	0.06973721	0.19168738	0.061827805	-0.1569879	-0.033969138	0.06379601	-0.036162827	-0.18208341	-0.27894732	0.11302739	0.11510449	0.026300412	-0.27719298	0.23815048	0.1366367
-0.13613936	0.10525122	0.1030874	0.13596857	-0.09637071	-0.072148725	0.11295505	-0.09239977	-0.09719808	-0.17789637	-0.00901981	0.12909424	-0.027569296	-0.13454217	0.111691445	0.062776655
-0.1423	0.019304583	0.2113988	-0.017136125	-0.1666709	-0.030080726	-0.013413278	0.016102739	-0.19012094	-0.25102526	0.11601442	0.060961306	0.12410794	-0.26666176	0.116641685	0.13370438
-0.12514757	-0.007857082	0.10765645	0.041927055	-0.11329925	-0.011805683	0.06733545	0.075662345	-0.17892568	-0.20155151	0.080464125	0.10444151	0.055825148	-0.18392968	0.14655222	0.157827
-0.2251218	-0.08834426	0.24935229	-0.082409725	-0.22291996	0.069869645	-0.035886925	0.1440235	-0.19474581	-0.10784832	0.23775485	-0.037886433	0.17135128	-0.25388438	0.005536796	0.21254693
-0.17577052	-0.015339939	0.1403221	-0.029743847	-0.09282158	-0.05047738	0.014920629	0.04393411	-0.09266274	-0.15378824	0.09817688	0.023268776	0.075830474	-0.16453855	0.03503007	0.12446103
-0.10035485	0.18967691	-0.041398704	0.14480862	0.015916226	-0.16363363	0.16349846	-0.10966118	-0.014208646	-0.24208416	-0.029892437	0.17286015	-0.007570395	-0.15262002	0.1725944	0.022962349
-0.13544534	0.011289053	0.11494537	0.011377431	-0.07221962	-0.0072618797	0.05759633	0.01786032	-0.044459783	-0.10985353	0.012824541	0.09162713	0.016266404	-0.13450411	0.0440061	0.12505244
0.0023540591	0.124221906	-0.049568556	0.11718635	-0.01626739	-0.18551223	0.13748187	-0.07081087	0.06255342	-0.26164836	-0.044198684	0.18141806	-0.07338686	-0.04502702	0.12786075	-0.035437603
